"num","name","url","info","likes","genre","img","administrators","bio","albums"
"","Dream One","http://www.rockit.it/belle","Band, Ferrara, Emilia Romagna","0","Rock, Hard Rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/belle""]","\n<div class=""content-rece""><p>Il gruppo nasce nel febbraio dell&apos;anno 2005 dopo una serie di collaborazioni della durata di un anno che danno vita al primo demo: &quot;Good and Bad&quot;. All&apos;inizio del 2005 arriva la decisione di proseguire il progetto con una formazione a 3 elementi: Bellettati Mattia (15-8-1988), Brunetti Dario (23-3-1987) e Graldi Giulio (11-10-1988). La collaborazione inizia come cover band in una fusione di generi musicali importati dalle diverse inclinazioni dei tre componenti: dai Deep Purple ai pi&#xF9; recenti Audioslave, dagli Iron Maiden ai Black Sabbath. La svolta artistica di questa formazione arriva dopo soli 2 mesi: &#xE8; infatti a maggio 2005 che risale la composizione di Jack D., primo singolo dei Dream One. La voglia di emozionare il pubblico cos&#xEC; si alimenta e il gruppo inizia ad esibirsi in numerosi eventi tra cui la rassegna musicale &quot;Fade In&quot; e il concorso per band emergenti organizzato dal &quot;Blu Village Caf&#xE8;&quot; di Belricetto (Ra) (dove il gruppo ottiene il primo riconoscimento qualitativo, concretizzato nel terzo posto complessivo). Agli inizi di luglio 2005 i Dream One compongono il secondo singolo che si rivela essere un nuovo motivo di visibilit&#xE0;. Il 22 luglio 2005, infatti, a Molinella (Bo), la band vince il concorso &quot;Rock Contest&quot; legato all&apos;importante rassegna &quot;Video Freccia&quot;, concorso per videoclip musicali. A seguito di questa vittoria il gruppo ha la possibilit&#xE0; di realizzare il videoclip della canzone vincente, appena ultimata: si tratta di &quot;No one knows me&quot; dal pezzo omonimo, per la regia di Mirco Sgarzi. Ad agosto 2005 la band ultima il 2&#xB0; demo allo studio di registrazione Solaris di Argenta. Da fine gennaio a inizio aprile la band &#xE8; stata impegnata al Big Ravenna Rock, dove nella serata finale (8/4/2006) si &#xE8; qualificata al secondo posto. Il 1&#xB0; giugno 2006 la band ha vinto il concorso &quot;RockaFe under 21&quot; a Ferrara, vincendo la realizzazione di un videoclip con Sonica. Il 22 luglio 2006 i Dream One hanno vinto il concorso per band emergenti indetto dal Blue Village Caf&#xE8; di Belricetto (RA) con il punteggio assegnato da una giuria di qualit&#xE0; di 70/70. Il 1&#xB0; ottobre 2006, la band ha vinto il concorso &quot;Bande rumorose&quot; a Copparo (Fe), aggiudicandosi due giorni di registrazione presso lo studio &quot;Natural Head Quarter&quot; di Ferrara. A partire da questo premio, in cinque giorni il gruppo ha registrato il CD &quot;Taste the one&quot; (gennaio 2007) del quale ne sono state realizzate 500 copie (autoproduzione). Il 15 settembre 2007 la band, selezionata direttamente da Piero Pel&#xF9;, direttore artistico della manifestazione, ha partecipato al &quot;Fiesta rock&quot; di Firenze nella giornata del &quot;MEI fest &quot;. Nel frattempo la band si &#xE8; esibita in numerosi locali e manifestazioni dell&apos;Emilia Romagna riscuotendo successo. Il gruppo non ha contratti discografici e/o editoriali di qualsiasi genere.</p></div>\n","[{""name"":""Taste The One"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/10871.jpg"",""link"":""http://www.rockit.it/belle/album/taste-the-one/10871""}]"
"","Dream Over","http://www.rockit.it/dreamover","Band, Puglia","0","Rock, Pop, Alternativo ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/dreamover""]","\n<div class=""content-rece""></div>\n","[]"
"","Dream Weapon Ritual","http://www.rockit.it/dreamweaponritual","Band, Emilia Romagna","0","Psichedelico ","url(/thumb700x250/foto/99518.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Dreamage","http://www.rockit.it/dreamage","Band, Verona, Veneto","0","Rock, Covers, Hard Rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Dreamin' Liga - Tributo Ligabue","http://www.rockit.it/dreaminliga","Band, Villafranca di Verona (VR), Veneto","1","Rock, Pop rock, Covers ","url(/thumb700x250/foto/110037.jpg)","[""/user/132""]","\n<div class=""content-rece""><p>Tributo a Ligabue pi&#xF9; apprezzato del Veronese, Mantovano, Bresciano e Trentino.</p> <p>Si &#xE8; formato per la voglia di suonare, salire su un palco e smettere &quot;forse mai&quot;.<br>\nDue donne e quattro uomini per un tributo che lascia lacune per la sua scarna definizione.<br>\nFacciamo Ligabue cercando di non emularlo, mai o quasi. Facciamo la sua musica perch&#xE9; piace e ci piace. Quei versi che sono misti poesia e graffi all&apos;inconscio, tra assoli indimenticabili. <br>\n<br>\nAbbiamo cominciato tutto nel 2011 ad esibirci al liceo, galvanizzati dalla vittoria di un bel concorso nel veronese. Da l&#xEC;, superate alcune difficolt&#xE0; circa la formazione, si &#xE8; giunti a calcare palchi per noi molto importanti: uno su tutti Piazza Bra di Verona. Il tempo scorre via veloce, tanto che ti ritrovi davanti a migliaia di persone, magari di pi&#xF9; quando vai in televisione (Italia 1 e TeleArena).<br>\n<br>\nOra che vi abbiamo sotto o sopra il palco sentiamo forte la responsabilit&#xE0;, non di quelli che lavorano, ma di quelli che hanno fatto della loro passione un&apos;attivit&#xE0; che rende costantemente tasche piene di meraviglia.</p></div>\n","[]"
"","dreaming kelly","http://www.rockit.it/dreamingkelly89","Band, Piemonte","0","Rock'n'roll, Pop ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/dreamingkelly""]","\n<div class=""content-rece""></div>\n","[]"
"","Dreaming Kelly","http://www.rockit.it/dreamingkelly","Band, Alessandria, Piemonte","0","Rock, Pop ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/dreamingkelly""]","\n<div class=""content-rece""></div>\n","[{""name"":""Dreaming Kelly"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/dreamingkelly/album/dreaming-kelly/16748""}]"
"","dreamsteel","http://www.rockit.it/dreamsteel","Band, Bolgna, Emilia Romagna","0","Rock, Metal, Electro ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/dreamsteel""]","\n<div class=""content-rece""><p>Il gruppo si forma nel 1999 da un&#x2019;idea dell&#x2019;attuale chitarrista Daniele Mazzanti. <br>\nNei primi anni di attivit&#xE0;, la band evolve da uno stile hard rock influenzato dall&#x2019;heavy pi&#xF9; classico verso il Power Metal pi&#xF9; tradizionale. Nel frattempo, la formazione si stabilizza con l&#x2019;arrivo di Matteo Vellucci (batteria), Diego Testa(basso), Andrea Di Cesare (chitarra) e Alessandro Antonelli (voce).<br>\n<br>\nNel luglio del 2003 la band termina l&#x2019;incisione del primo album intitolato &#x201C;Kiss Of The Shadow&#x201D;, seguito da numerose esibizioni live nei pub e club della citt&#xE0; natale della band, Bologna.<br>\n<br>\nIl successivo album &#x201C;Thinking about infinity&#x201D;, registrata nel luglio 2004 nei noti Fear Studio di Alfonsine (Ra), sancisce l&#x2019;identit&#xE0; della band, che da vita ad un power metal che vede al suo interno una struttura decisamente policromatica che spazia da riff di stampo trash &#x201C;panteriano&#x201D; a brevi inserimenti di musica classica. L&#x2019;album ottiene buone recensioni su diverse webzine e magazine. Dopo qualche mese Andrea Di Cesare lascia la band per divergenze musicali e i DreamSteel decidono di mantenere la sola chitarra di Daniele Mazzanti e inserire nella formazione tastierista.<br>\n<br>\nLa band si esibisce in diversi show con il tastierista Marco Zichittella che, dopo questa esperienza, diventa un membro effettivo della band, marcando l&apos;ultimo cambio di formazione.<br>\n<br>\nNel settembre 2006 i DreamSteel terminano le registrazioni della demo intitolata &#x201C;The flight of a butterfly&#x201D;. <br>\n<br>\nCon questo ultimo lavoro la band scopre un nuova vena melodica che, da l&#xEC; in avanti, ne caratterizzer&#xE0; il sound in maniera significativa. Inizia cos&#xEC; un intenso lavoro di promozione, diretto <br>\ndalla nuova manager Lara Pibiri, che porta il nuovo lavoro all&#x2019;attenzione di diverse etichette in Europa e in USA. <br>\n<br>\nGrazie alle recensioni estremamente positive ricevute dalla stampa del settore, la band incrementa la propria visibilit&#xE0; nel mondo musicale e nel 2008 inizia una collaborazione con l&#x2019;etichetta My Kingdom Music.<br>\n<br>\nL&apos;album &#x201C;YOU&#x201D; vede la luce nel febbraio 2008 e viene accolto molto positivamente dalla critica, ricevendo ottime recensioni su tutte le migliori webzine e riviste del settore. La band promuove <br>\nYOU esibendosi con moltissimi show nelle principali citt&#xE0; d&#x2019;Italia e prendendo parte a trasmissioni televisive e radiofoniche, ottenendo un positivo riscontro di audience.<br>\n<br>\nNel 2011 i DreamSteel producono un nuovo EP, &#x201C;DSD 2011&#x201D;, i cui brani, messi in streaming gratuito sul web, vengono apprezzati dai critici del settore.<br>\n<br>\nNei successivi due anni, i DreamSteel focalizzano i loro sforzi nel processo di song writing e, nella ricerca di suoni e soluzioni stilistiche innovative, scoprono una nuova vena compositiva che lascer&#xE0; alle loro spalle la struttura classica metal.<br>\n<br>\nInserti elettronici e techno, alternati da parentesi melodiche e sostenuti da un massiccio &#x201C;muro&#x201D; di chitarre, il tutto rifinito ed amalgamato nella post produzione targata Domination Studio.<br>\n<br>\nIl nuovo lavoro del DreamSteel, intitolato &#x201C;2.013&#x201D;, sar&#xE0; rilasciato a settembre 2013, con la promessa di segnare un decisivo punto di svolta nella storia della band.</p></div>\n","[{""name"":""2.013"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/23889.jpg"",""link"":""http://www.rockit.it/dreamsteel/album/2013/23889""}]"
"","DREG MACHINE","http://www.rockit.it/dregmachine","Band, Firenze-Siena, Toscana","0","Punk, Psichedelico, Garage ","url(/thumb700x250/foto/77035.jpg)","[""/recensione/22857/dreg-machine-uh"",""/user/dregmachine""]","\n<div class=""content-rece""><p>NEW ALBUM OUT NOW!</p> <p>ITALIANO:<br>\nI Dreg Machine nascono nella primavera del 2011 raccogliendo tra le proprie file John Amato (attuale chitarra dei mitici Barbieri, ex B-Back e Quarrymen), Zara Thustra al basso (ex Skum e B-Back), Hollerin&apos;-Killer Dupree alla chitarra (a.k.a Frank Croco, ex B-Back, Modern Gloves e Hobbes) e Ben Fox alla batteria (ex Hobbes e Modern Gloves). L&apos;istinto iniziale della band &#xE8; quello di ricreare un sound garage-punk attraverso varie cover tra piu&apos; e meno conosciute, lavoro che sfocia inevitabilmente nella composizione di pezzi originali, che permettono di ricreare le atmosfere tipiche di garage e psichedelia primi &apos;60. L&apos; aver gi&#xE0; suonato insieme in altri gruppi in giro per l&apos; Italia e in Europa (Germania, Francia, Olanda) fa partire la band senza indugi con esibizioni al fulmicotone farcite di chitarre taglienti, fuzz, bassi avvolgenti e ritmi esplosivi, che fanno viaggiare, saltare e ballare senza soste!!! .<br>\nENGLISH:<br>\nThe Dreg Machine band was formed in the Spring of 2011, incorporating into the group John Amato (presently guitarist with the legendary Barbieri, ex B-Back and Quarrymen), Zara Thustra on bass (ex Skum and B-Back), Hollerin&apos;Killer Dupree on guitar (a.k.a. Frank Croco, ex B-Back, Modern Gloves and Hobbes) and Ben Fox on drums (ex Hobbes and Modern Gloves). The band&apos;s initial instinct is th...at of recreating a garage-punk sound through the use of various well known and lesser known cover bands, a pursuit that inevitably leads to the creation of original compositions that manage to recreate the atmosphere typical of garage and psychedelic music of the early&apos;60s. Having already played together in other groups throughout Italy and around Europe (Germany, France, Holland) allows the band to begin immediately with gun-cotton performances embellished with penetrating guitars, fuzz, enveloping bass and explosive rhythms that allow your mind to wander while jumping and dancing non-stop.</p></div>\n","[{""name"":""Uh!"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22857.jpg"",""link"":""http://www.rockit.it/dregmachine/album/uh/22857""}]"
"","Dresda","http://www.rockit.it/wearedresda","Band, Genova, Liguria","0","Post-Rock ","url(/thumb700x250/foto/66903.jpg)","[""/recensione/20328/dresda-diluvio"",""/user/giaccoxxx""]","\n<div class=""content-rece""><p>Post-rock come dio comanda</p> <p>Dopo una lunga ed estenuante attesa di quattro anni i Dresda tornano a far gioire gli appassionati delle sonorit&#xE0; post-rock con il loro Diluvio, in uscita per Marsiglia Records, Asiluum Net Label e Dissenso Records.<br>\n<br>\nContinuando sulla strada del pluri-recensito e pluri-applaudito Pequod (2008 &#x2013; Marsiglia Records)  con questo lavoro il quintetto genovese ha ulteriormente raffinato il suo stile, chiaramente e dichiaratamente ispirato ai  mostri sacri del genere (Mogwai e Goodspeed You! Black Emperor su tutti), portando ad un alt(r)o livello le classiche atmosfere rarefatte e malinconiche del meglio post-rock.<br>\n<br>\nA confermare la vena cinematografica dei nostri (sfruttata a pieno nella realizzazione della colonna sonora de Il Caso Krolesvky nel 2010) Diluvio si situa da qualche parte tra i Grails pi&#xF9; melodrammatici e i pragmatismi da colonne sonore, l&#x2019;accompagnamento migliore per i titoli di coda del vostro eroe preferito che si allontana fumosamente nel nulla.<br>\n<br>\nL&#x2019;album &#xE8; stato prodotto in 200 copie realizzate a mano da Cikaslab con una pletora di diverse tecniche ed &#xE8; disponibile in download gratuito sul Bandcamp del gruppo.</p></div>\n","[{""name"":""Diluvio"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20328.jpg"",""link"":""http://www.rockit.it/wearedresda/album/diluvio/20328""},{""name"":""The Krolevski Case"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20332.jpg"",""link"":""http://www.rockit.it/wearedresda/album/the-krolevski-case/20332""},{""name"":""Pequod"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20330.jpg"",""link"":""http://www.rockit.it/wearedresda/album/pequod/20330""},{""name"":""We Are The Superfunkers EP"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20333.jpg"",""link"":""http://www.rockit.it/wearedresda/album/we-are-the-superfunkers-ep/20333""}]"
"","dresda bàruch","http://www.rockit.it/dresdabruch","Band, Torino, Piemonte","0","Psichedelico, Progressive, Folk ","url(/thumb700x250/foto/110330.jpg)","[""/recensione/24927/dresda-baruch-pervinca"",""/user/dresdabruch"",""/user/EdisonBoxRecords""]","\n<div class=""content-rece""><p>Dresda B&#xE0;ruch - even with different backgrounds - stumbled on each other, started to play and it felt good. There were six of them at first, now there&#x2019;s five and they keep on doing what they do best. Whoever listens to their music usually enjoys it - so does the band. They&#x2019;re about to launch their own website: a biography has to be written, alas nothing major to report except their pretty faces and a tendency to pick one on another. <br>\n<br>\nThey go on hoping their music will survive as long as possible.<br>\n<br>\nThanks and keep on rockin&#x2019; in the free world</p></div>\n","[{""name"":""Pervinca"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24927.jpg"",""link"":""http://www.rockit.it/dresdabruch/album/pervinca/24927""}]"
"","Dressedtokill","http://www.rockit.it/dressedtokill","Band, Lazio","0","Rock ","url(/thumb700x250/foto/4335.jpg)","[""/recensione/11349/staypunk-compilation-vol4"",""/recensione/5898/dressedtokill-demo-2006"",""/user/soma""]","\n<div class=""content-rece""></div>\n","[{""name"":""demo 2006"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/5898.jpg"",""link"":""http://www.rockit.it/dressedtokill/album/demo-2006/5898""},{""name"":""Staypunk Compilation Vol4"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/11349.jpg"",""link"":""http://www.rockit.it/compilation/staypunk-compilation-vol4/11349""}]"
"","DREZlesion","http://www.rockit.it/drezlesion","Band, Brescia, Lombardia","2","Psichedelico, New-Wave, Post-Rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/11497/drezlesion-and-here-comes-the-rain"",""/user/drezlesion""]","\n<div class=""content-rece""><p>...Born in December 2004 ...About 30 gigs in 2005-2008 (with Paolo Benvegn&#xF9;, Torquemada and others) ...&quot;Summerpromo &apos;05&quot; recorded in July-August 2005 (Mad Dog Studio, BS) ...&quot;&#x2026;And Here Comes The Rain&quot; recorded in January-Febbruary 2008 (Satellite Records, BG) ...and now here we are, dear friends. MANAGEMENT / BOOKING / CONTACT : <a href=""mailto:drezlesion@yahoo.it"">drezlesion@yahoo.it</a> <a href=""http://www.myspace.com/DREZlesion"" target=""_blank"" rel=""nofollow"">www.myspace.com/DREZlesion</a> <a href=""http://www.myspace.com/sliptrickrecords"" target=""_blank"" rel=""nofollow"">www.myspace.com/sliptrickrecords</a></p></div>\n","[{""name"":""...And Here Comes The Rain"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/11497.jpg"",""link"":""http://www.rockit.it/drezlesion/album/and-here-comes-the-rain/11497""},{""name"":""Summerpromo'05"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/11496.jpg"",""link"":""http://www.rockit.it/drezlesion/album/summerpromo05/11496""}]"
"","Dried by the Sun","http://www.rockit.it/dbts","Band, Bologna, Emilia Romagna","0","Stoner, Progressive, Punk rock ","url(/thumb700x250/foto/54824.jpg)","[""/user/JakeWho""]","\n<div class=""content-rece""><p>We say fuck a lot.</p> <p>I Dried by the Sun iniziano la loro esperienza verso la met&#xE0; del 2010. Il progetto nasce come parallelo ad altri in cui i tre componenti erano impegnati. Dopo poche prove il progetto diventa necessariamente una band a tutti gli effetti e, nel luglio 2010, i Dried by the Sun sono una realt&#xE0;. Le intenzioni sono quelle di fare buona musica, la migliore. Si definiscono &#x201C;Laser&#x201D;, come il dispositivo che passa attraverso quasi ogni cosa.<br>\nSono state scritte decine di pezzi in circa sei mesi, ed &#xE8; uscito l&#x2019;EP &#x201C;Three of a Perfect Hate&#x201D; all&#x2019;inizio del 2011 sotto etichetta indipendente totalmente indipendente CairnSounds (scaricabile GRATIS dal sito <a href=""http://soundcloud.com/dried-by-the-sun/sets/three-of-a-perfect-hate/"" target=""_blank"" rel=""nofollow"">http://soundcloud.com/dried-by-the-sun/sets/three-of-a-perfect-hate/</a>). <br>\nFree music for Free Mofos.<br>\n<br>\nSolitamente spaccano il culo.<br>\n<br>\nMichele Moschetta aka JakeWho (voci, chitarre, synth, samples, produzione-registrazione-mixaggio), Giacomo<br>\nPontrandolfi aka Nomadrone (voci, basso, synth, samples), Walter Sgrizzi aka Bones (batteria, samples)</p></div>\n","[{""name"":""Three of a perfect Hate"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18174.jpg"",""link"":""http://www.rockit.it/dbts/album/three-of-a-perfect-hate/18174""}]"
